,station_origin,station_destination,flows,distance
26604,Homerton,Acton Central,10,15308.392124955855
26605,Homerton,Anerley,2,16498.07007100035
26606,Homerton,Barking,0,15540.333109522096
26607,Homerton,Bethnal Green,1,6453.236095281937
26608,Homerton,Brockley,2,11062.811894648663
26609,Homerton,Brondesbury,11,11733.488648217324
26610,Homerton,Brondesbury Park,16,12469.413366731354
26611,Homerton,Bruce Grove,4,13264.187325224306
26612,Homerton,Bush Hill Park,0,17728.249392797705
26613,Homerton,Caledonian Road & Barnsbury,101,4261.641857822583
26614,Homerton,Camden Road,202,6017.750442654192
26615,Homerton,Canada Water,1,13499.296249129831
26616,Homerton,Canonbury,30,2616.226382676748
26617,Homerton,Chingford,1,20761.612485331334
26618,Homerton,Clapham Junction,31,20369.241824703982
26619,Homerton,Crystal Palace,4,16617.08402120873
26620,Homerton,Dalston Kingsland,99,2314.270029246192
26621,Homerton,Denmark Hill,4,14080.341276000489
26622,Homerton,Edmonton Green,3,16850.825666757395
26623,Homerton,Enfield Town,1,19127.746790115107
26624,Homerton,Finchley Road & Frognal,44,10342.834323284467
26625,Homerton,Forest Hill,1,14043.424066323347
26626,Homerton,Gospel Oak,39,7995.145823229293
26627,Homerton,Gunnersbury,30,17685.167586945183
26628,Homerton,Hackney Central,39,1027.297896199192
26629,Homerton,Hackney Wick,14,1337.8087912855349
26630,Homerton,Haggerston,2,3902.3654543375396
26631,Homerton,Hampstead Heath,32,8928.083595264685
26632,Homerton,Harlesden,3,20361.16776907611
26633,Homerton,Harrow & Wealdstone,0,28983.219738637585
26634,Homerton,Highams Park,0,17905.734282360834
26635,Homerton,Highbury & Islington,1297,14668.775209262067
26636,Homerton,Honor Oak Park,1,12793.068752882282
26637,Homerton,Hoxton,4,4728.138965008913
26638,Homerton,Imperial Wharf,8,20642.88314487906
26639,Homerton,Kensal Rise,42,13462.152031424206
26640,Homerton,Kensington (Olympia),16,17069.21716176431
26641,Homerton,Kentish Town West,6,6908.078334666597
26642,Homerton,Kenton,0,27205.83370644294
26643,Homerton,Kew Gardens,2,19457.286501243896
26644,Homerton,Liverpool Street,21,8821.983678843822
26645,Homerton,New Cross,3,10766.65248439412
26646,Homerton,New Cross Gate,9,9842.41012691929
26647,Homerton,North Wembley,0,24902.496849876694
26648,Homerton,Norwood Junction,3,18284.8541329816
26649,Homerton,Peckham Rye,6,12747.679782314026
26650,Homerton,Penge West,0,15819.645116743672
26651,Homerton,Queen's Park,0,16496.929260665176
26652,Homerton,Queens Road Peckham,2,11623.495918991088
26653,Homerton,Richmond,22,21621.908675672246
26654,Homerton,Rotherhithe,1,8630.670494959653
26655,Homerton,Seven Sisters,0,19353.649148910423
26656,Homerton,Shadwell,7,10496.498350277316
26657,Homerton,Shepherd's Bush,59,16743.51321288655
26658,Homerton,Shoreditch High Street,26,5795.339854321083
26659,Homerton,Silver Street,4,15656.525565248852
26660,Homerton,South Acton,16,16453.688675899786
26661,Homerton,Southbury,1,17877.64664758005
26662,Homerton,St James Street,0,13110.997064677345
26663,Homerton,Stoke Newington,0,9785.423352715674
26664,Homerton,Stonebridge Park,0,21847.082572093415
26665,Homerton,Stratford,1061,10877.775486880524
26666,Homerton,Surrey Quays,0,9542.7165499261
26667,Homerton,Sydenham,3,15445.868174249832
26668,Homerton,Turkey Street,1,20574.910860126292
26669,Homerton,Upper Holloway,3,9892.222752660815
26670,Homerton,Walthamstow Central,1,23465.32889666021
26671,Homerton,Wapping,4,8183.710549079816
26672,Homerton,Watford High Street,1,32538.792465683993
26673,Homerton,Watford Junction,1,33941.519453287474
26674,Homerton,Wembley Central,0,23558.22795226089
26675,Homerton,West Brompton,24,16528.044275505006
26676,Homerton,West Croydon,8,19272.97522348048
26677,Homerton,West Hampstead,69,11076.595159497734
26678,Homerton,White Hart Lane,8,14464.815377306537
26679,Homerton,Whitechapel,6,9867.977604815038
26680,Homerton,Willesden Junction,24,19222.62645889785
26681,Homerton,Wood Street,4,15337.835588036847
26682,Honor Oak Park,Anerley,3,3705.001318118069
26684,Honor Oak Park,Brockley,5,1730.2568582336191
26685,Honor Oak Park,Caledonian Road & Barnsbury,5,11822.25784535137
26686,Honor Oak Park,Camden Road,6,13578.36643018298
26687,Honor Oak Park,Canada Water,786,26292.365002012117
26688,Honor Oak Park,Canonbury,7,10176.842370205535
26689,Honor Oak Park,Clapham High Street,4,11023.924513136473
26690,Honor Oak Park,Clapham Junction,0,14076.87747773407
26691,Honor Oak Park,Crystal Palace,28,3824.0152683264505
26692,Honor Oak Park,Dalston Junction,24,9690.161825581465
26693,Honor Oak Park,Denmark Hill,3,7787.976929030574
26694,Honor Oak Park,Forest Hill,42,1250.355313441064
26695,Honor Oak Park,Gospel Oak,0,15555.76181075808
26696,Honor Oak Park,Gunnersbury,0,25661.625542050577
26697,Honor Oak Park,Hackney Central,1,11765.770856683092
26698,Honor Oak Park,Hackney Wick,1,14130.877544167819
26699,Honor Oak Park,Haggerston,15,8890.703298544742
26700,Honor Oak Park,Hampstead Heath,1,16488.699582793473
26701,Honor Oak Park,Highbury & Islington,96,24776.278418451275
26702,Honor Oak Park,Homerton,4,12793.068752882284
26703,Honor Oak Park,Hoxton,32,8064.92978787337
26704,Honor Oak Park,Imperial Wharf,0,14508.689735207146
26705,Honor Oak Park,Kensington (Olympia),0,25045.6751168697
26706,Honor Oak Park,New Cross Gate,24,2950.6586259629917
26707,Honor Oak Park,Norwood Junction,28,5491.785380099316
26708,Honor Oak Park,Peckham Rye,8,6455.3154353441105
26709,Honor Oak Park,Penge West,5,3026.576363861389
26710,Honor Oak Park,Queens Road Peckham,0,5331.131572021171
26711,Honor Oak Park,Rotherhithe,5,4162.398257922629
26712,Honor Oak Park,Shadwell,65,23289.567103159603
26713,Honor Oak Park,Shepherd's Bush,0,24304.129200415344
26714,Honor Oak Park,Shoreditch High Street,182,6997.7288985611995
26715,Honor Oak Park,Surrey Quays,1,3250.3522029561827
26716,Honor Oak Park,Sydenham,33,2652.7994213675497
26717,Honor Oak Park,Wapping,12,4609.358203802467
26718,Honor Oak Park,West Brompton,0,24504.502230610397
26719,Honor Oak Park,West Croydon,104,6479.906470598196
26720,Honor Oak Park,Whitechapel,220,22661.046357697323
26721,Hornchurch,Aldgate East,42,20184.64868342294
26722,Hornchurch,Angel,7,22978.70209291797
26723,Hornchurch,Baker Street,4,25628.63030049792
26724,Hornchurch,Balham,0,29442.548670367036
26725,Hornchurch,Monument,46,20960.350421208208
26726,Hornchurch,Barbican,6,21314.07536793232
26727,Hornchurch,Barking,457,9789.096212995024
26728,Hornchurch,Becontree,11,6525.221572033869
26729,Hornchurch,Belsize Park,0,27417.67878433743
26730,Hornchurch,Bermondsey,3,20579.640788273573
26731,Hornchurch,Bethnal Green,9,18876.193227235184
26732,Hornchurch,Blackfriars,37,22139.609457436087
26733,Hornchurch,Bond Street,16,24362.62670870364
26734,Hornchurch,Borough,1,21621.24064366099
26735,Hornchurch,Bow Road,18,16606.240480795866
26736,Hornchurch,Brixton,2,27038.361398203633
26737,Hornchurch,Bromley-by-Bow,13,15603.046226093546
26738,Hornchurch,Caledonian Road,1,25617.580973449993
26739,Hornchurch,Camden Town,2,25395.624820589837
26740,Hornchurch,Canada Water,5,19642.413755517886
26741,Hornchurch,Canary Wharf,54,17252.61939068549
26742,Hornchurch,Canning Town,16,14654.55897080344
26743,Hornchurch,Cannon Street,21,21239.55499882712
26744,Hornchurch,Chancery Lane,21,21776.30366498123
26745,Hornchurch,Chiswick Park,0,28333.84888545759
26746,Hornchurch,Clapham Common,0,27035.965307287992
26747,Hornchurch,Clapham South,1,28281.727068963188
26748,Hornchurch,Colindale,1,35750.640026612775
26749,Hornchurch,Colliers Wood,0,32752.051091318604
26750,Hornchurch,Dagenham East,18,3826.1309609236637
26751,Hornchurch,Dagenham Heathway,24,5102.567956265168
26752,Hornchurch,Debden,0,26651.148923831908
26753,Hornchurch,Ealing Broadway,0,28782.754993351988
26754,Hornchurch,Earl's Court,3,26700.07919479031
26755,Hornchurch,East Acton,0,31619.2523667423
26756,Hornchurch,East Finchley,0,31731.460064256393
26757,Hornchurch,East Ham,21,10914.027114700526
26758,Hornchurch,East Putney,0,30322.24240644792
26759,Hornchurch,Edgware Road,0,26702.80981226524
26760,Hornchurch,Elephant & Castle,2,22435.309506458616
26761,Hornchurch,Elm Park,7,1538.7293031185432
26762,Hornchurch,Embankment,26,23193.765992450524
26763,Hornchurch,Euston,1,24417.564584755848
26764,Hornchurch,Euston Square,4,24625.93286719091
26765,Hornchurch,Farringdon,7,21818.06018139138
26766,Hornchurch,Finchley Road,0,26099.944139983076
26767,Hornchurch,Finsbury Park,0,27653.283744682234
26768,Hornchurch,Fulham Broadway,1,27593.48945827085
26769,Hornchurch,Gloucester Road,1,26528.77135762432
26770,Hornchurch,Goodge Street,2,23584.335024946806
26771,Hornchurch,Great Portland Street,3,25243.06416378163
26772,Hornchurch,Green Park,8,24462.060343805155
26773,Hornchurch,Gunnersbury,0,28312.603173194526
26774,Hornchurch,Hammersmith,3,27811.584315121847
26775,Hornchurch,Heathrow Terminals 2 & 3,0,40715.88344741284
26776,Hornchurch,High Street Kensington,3,26700.07919479031
26777,Hornchurch,Holborn,18,22336.253268209373
26778,Hornchurch,Holloway Road,0,26229.220279329504
26779,Hornchurch,Hounslow Central,0,34040.33233549573
26780,Hornchurch,Hyde Park Corner,1,25238.938819976298
26781,Hornchurch,Kennington,1,23266.92089441144
26782,Hornchurch,Kentish Town,0,26668.466092712777
26783,Hornchurch,Kew Gardens,0,30084.72208749324
26784,Hornchurch,Kilburn,1,27802.06088579358
26785,Hornchurch,King's Cross St. Pancras,5,23595.03319160041
26786,Hornchurch,Knightsbridge,3,25803.980295991907
26787,Hornchurch,Lambeth North,1,22990.58956558367
26788,Hornchurch,Lancaster Gate,1,26193.6163933301
26789,Hornchurch,Latimer Road,0,30179.87585119152
26790,Hornchurch,Leicester Square,1,23321.752678419096
26791,Hornchurch,Leytonstone,1,18316.037200417944
26792,Hornchurch,Liverpool Street,49,20322.82946861056
26793,Hornchurch,London Bridge,14,21110.013877339046
26794,Hornchurch,Mansion House,24,21482.193204102434
26795,Hornchurch,Marble Arch,5,24980.581359232874
26796,Hornchurch,Marylebone,2,26164.150800605887
26797,Hornchurch,Mile End,11,17228.351547905255
26798,Hornchurch,Moorgate,5,20615.12268908469
26799,Hornchurch,Mornington Crescent,0,25175.678651724338
26800,Hornchurch,North Acton,1,30445.270422030353
26801,Hornchurch,North Greenwich,5,16448.642757693553
26802,Hornchurch,Northwick Park,1,29134.401074495523
26803,Hornchurch,Notting Hill Gate,1,27648.494436075503
26804,Hornchurch,Old Street,6,21460.194739522456
26805,Hornchurch,Oval,2,24174.41609634021
26806,Hornchurch,Oxford Circus,18,23873.776729684774
26807,Hornchurch,Paddington,4,26993.518946315577
26808,Hornchurch,Parsons Green,0,28288.815736381646
26809,Hornchurch,Piccadilly Circus,3,23690.664261712493
26810,Hornchurch,Pimlico,1,25991.54759794505
26811,Hornchurch,Plaistow,16,13526.831219186499
26812,Hornchurch,Putney Bridge,2,29272.026504839156
26813,Hornchurch,Queen's Park,0,29884.825987765747
26814,Hornchurch,Queensway,0,27043.449046424535
26815,Hornchurch,Regent's Park,1,24843.449188494815
26816,Hornchurch,Richmond,3,32249.34426192159
26817,Hornchurch,Russell Square,0,23029.961376101342
26818,Hornchurch,Shepherd's Bush,3,29194.552988461663
26819,Hornchurch,Sloane Square,5,25762.03477998477
26820,Hornchurch,Snaresbrook,1,18638.975781378198
26821,Hornchurch,South Kensington,6,25783.00753798834
26822,Hornchurch,South Woodford,1,19950.77408172415
26823,Hornchurch,Southfields,0,31944.497297553946
26824,Hornchurch,Southwark,12,22205.576288937384
26825,Hornchurch,St. James's Park,25,23830.296562480107
26826,Hornchurch,St. John's Wood,1,27225.515025843848
26827,Hornchurch,St. Paul's,11,20686.984216716104
26828,Hornchurch,Stepney Green,9,18249.092864690312
26829,Hornchurch,Stratford,31,14560.53568717616
26830,Hornchurch,Swiss Cottage,0,26264.054822674563
26831,Hornchurch,Temple,25,22885.87906397214
26832,Hornchurch,Tooting Broadway,1,31478.99634107844
26833,Hornchurch,Tottenham Court Road,13,23063.631374945187
26834,Hornchurch,Tottenham Hale,0,32023.509410887375
26835,Hornchurch,Tower Hill,15,20322.82946861056
26836,Hornchurch,Turnham Green,0,28162.554554552276
26837,Hornchurch,Upminster,206,2503.305441107388
26838,Hornchurch,Upminster Bridge,12,1221.144671022602
26839,Hornchurch,Upney,10,8446.844169353362
26840,Hornchurch,Upton Park,19,12211.419967404152
26841,Hornchurch,Vauxhall,7,26811.13973891102
26842,Hornchurch,Victoria,3,24599.165578175813
26843,Hornchurch,Wanstead,0,19654.44311950261
26844,Hornchurch,Warren Street,2,24109.417530282346
26845,Hornchurch,Waterloo,11,22427.84750588568
26846,Hornchurch,Wembley Park,0,26792.768714397534
26847,Hornchurch,West Brompton,3,27155.479861754346
26848,Hornchurch,West Ham,38,14425.134605511406
26849,Hornchurch,West Kensington,1,26801.921488586133
26850,Hornchurch,Westminster,16,23272.50254097035
26851,Hornchurch,White City,1,30473.737006238603
26852,Hornchurch,Whitechapel,82,19276.835542639343
26853,Hornchurch,Wimbledon,3,34926.643836110605
26854,Hornchurch,Wood Green,0,31994.629918253493
26855,Hornchurch,Wood Lane,0,29632.8542195368
26856,Hornchurch,Woodford,0,21650.13277188541
26857,Hounslow Central,Acton Town,57,5706.48345003814
26858,Hounslow Central,Aldgate,5,14696.224841063331
26859,Hounslow Central,Aldgate East,11,14729.093855590188
26860,Hounslow Central,Alperton,32,9110.759897454926
26861,Hounslow Central,Angel,11,14281.271167438534
26862,Hounslow Central,Archway,0,16274.716563073287
26863,Hounslow Central,Arnos Grove,0,24350.042760712913
26864,Hounslow Central,Arsenal,1,16398.923956664876
26865,Hounslow Central,Baker Street,13,11588.00514342565
26866,Hounslow Central,Monument,53,14017.047351850486
26867,Hounslow Central,Barbican,12,15209.517656929298
26868,Hounslow Central,Barking,1,24251.23612250072
26869,Hounslow Central,Barons Court,26,7238.4108469096
26870,Hounslow Central,Bayswater,1,9374.99334861464
26871,Hounslow Central,Belsize Park,1,15282.700249657872
26872,Hounslow Central,Bermondsey,3,15438.371417032307
26873,Hounslow Central,Bethnal Green,1,16959.660653964456
26874,Hounslow Central,Blackfriars,12,12837.788315622613
26875,Hounslow Central,Blackhorse Road,0,22932.35750824853
26876,Hounslow Central,Bond Street,25,10760.713773848096
26877,Hounslow Central,Boston Manor,45,4257.582715337213
26878,Hounslow Central,Bounds Green,0,23003.848416473884
26879,Hounslow Central,Bow Road,1,18307.502058217262
26880,Hounslow Central,Brixton,4,14733.530236370629
26881,Hounslow Central,Burnt Oak,0,24912.375440287586
26882,Hounslow Central,Caledonian Road,6,15127.665225081313
26883,Hounslow Central,Camden Town,6,13260.646285910281
26884,Hounslow Central,Canada Water,10,16375.598449787994
26885,Hounslow Central,Canary Wharf,39,17652.68045110869
26886,Hounslow Central,Canning Town,11,19385.773364692304
26887,Hounslow Central,Cannon Street,6,13737.842774231576
26888,Hounslow Central,Chalk Farm,0,14250.860758833192
26889,Hounslow Central,Chancery Lane,28,12319.177995662107
26890,Hounslow Central,Charing Cross,1,10968.263442828831
26891,Hounslow Central,Chiswick Park,14,6049.072111848773
26892,Hounslow Central,Clapham Common,1,14731.134145454987
26893,Hounslow Central,Cockfosters,1,29522.122476747445
26894,Hounslow Central,Colindale,2,23615.66149193321
26895,Hounslow Central,Covent Garden,21,11133.20399944894
26896,Hounslow Central,Dagenham East,0,30214.201374572076
26897,Hounslow Central,Dagenham Heathway,0,28937.76437923057
26898,Hounslow Central,Dollis Hill,0,15882.158773195422
26899,Hounslow Central,Ealing Broadway,7,6155.3895579325335
26900,Hounslow Central,Ealing Common,2,5783.762962040283
26901,Hounslow Central,Earl's Court,89,7340.253140705423
26902,Hounslow Central,East Acton,0,8991.886931322844
26903,Hounslow Central,East Finchley,1,19596.48152957684
26904,Hounslow Central,East Ham,1,23126.305220795217
26905,Hounslow Central,East Putney,4,10962.416352363034
26906,Hounslow Central,Eastcote,0,15739.319836441942
26907,Hounslow Central,Edgware,0,26427.401564645905
26908,Hounslow Central,Edgware Road,10,10838.67516234817
26909,Hounslow Central,Elephant & Castle,5,13167.631903025105
26910,Hounslow Central,Elm Park,0,32501.603032377196
26911,Hounslow Central,Embankment,3,11303.050589624012
26912,Hounslow Central,Euston,12,12282.586050076294
26913,Hounslow Central,Euston Square,1,13026.401967017966
26914,Hounslow Central,Fairlop,0,32103.222890793717
26915,Hounslow Central,Farringdon,13,14882.090453440764
26916,Hounslow Central,Finchley Central,4,21963.908167649875
26917,Hounslow Central,Finchley Road,1,12059.318982910803
26918,Hounslow Central,Finsbury Park,6,17163.367996313555
26919,Hounslow Central,Fulham Broadway,17,8233.663404185965
26920,Hounslow Central,Gants Hill,0,27471.55107549115
26921,Hounslow Central,Gloucester Road,26,7511.560977871415
26922,Hounslow Central,Golders Green,0,18830.68055809629
26923,Hounslow Central,Goldhawk Road,3,7606.63225473269
26924,Hounslow Central,Goodge Street,9,11894.266737896662
26925,Hounslow Central,Great Portland Street,3,12409.270670427244
26926,Hounslow Central,Green Park,35,9633.421316838178
26927,Hounslow Central,Greenford,0,12147.349866342363
26928,Hounslow Central,Gunnersbury,0,6027.826399585704
26929,Hounslow Central,Hainault,0,31720.93773400895
26930,Hounslow Central,Hammersmith,186,6730.763523684186
26931,Hounslow Central,Hampstead,1,16454.16321123099
26932,Hounslow Central,Harrow-on-the-Hill,1,14516.146406643065
26933,Hounslow Central,Hatton Cross,129,4271.428401928951
26934,Hounslow Central,Heathrow Terminal 4,11,5970.294931614346
