,station_origin,station_destination,flows,distance
26071,Holborn,Roding Valley,0,15393.6581178912
26072,Holborn,Royal Oak,0,5487.193684771648
26073,Holborn,Ruislip,0,12299.199294802325
26074,Holborn,Ruislip Gardens,0,17507.229548109983
26075,Holborn,Ruislip Manor,0,11625.993059646567
26076,Holborn,Russell Square,3,693.7081078919686
26077,Holborn,Seven Sisters,13,8750.470085789195
26078,Holborn,Shepherd's Bush,28,6885.947585373398
26079,Holborn,Shepherd's Bush Market,0,6832.590346036082
26080,Holborn,Sloane Square,4,3522.876352930135
26081,Holborn,Snaresbrook,1,12124.959838564755
26082,Holborn,South Ealing,1,6130.024454397965
26083,Holborn,South Harrow,0,8759.60501845727
26084,Holborn,South Kensington,30,3501.903594926566
26085,Holborn,South Kenton,0,16877.763280427065
26086,Holborn,South Ruislip,0,16624.318490222795
26087,Holborn,South Wimbledon,0,14850.720508468685
26088,Holborn,South Woodford,3,13436.758138910705
26089,Holborn,Southfields,2,9663.393354492177
26090,Holborn,Southgate,5,14776.732943015282
26091,Holborn,Southwark,3,3188.2231920540507
26092,Holborn,St. James's Park,2,3072.443399406285
26093,Holborn,St. John's Wood,8,4889.261757634476
26094,Holborn,St. Paul's,72,1649.2690514932697
26095,Holborn,Stamford Brook,0,6483.428602576087
26096,Holborn,Stanmore,1,9593.152037949581
26097,Holborn,Stepney Green,0,4960.570607036447
26098,Holborn,Stockwell,2,6481.245928193466
26099,Holborn,Stonebridge Park,0,12898.726030984617
26100,Holborn,Stratford,94,8046.519744362718
26101,Holborn,Sudbury Hill,0,10235.634328049347
26102,Holborn,Sudbury Town,0,11108.247258885462
26103,Holborn,Swiss Cottage,4,3927.801554465192
26104,Holborn,Temple,0,2559.9395744122803
26105,Holborn,Theydon Bois,0,23448.283467889254
26106,Holborn,Tooting Bec,0,11437.522791387173
26107,Holborn,Tooting Broadway,2,12505.504744516165
26108,Holborn,Tottenham Court Road,14,727.3781067358132
26109,Holborn,Tottenham Hale,3,9988.440007085477
26110,Holborn,Totteridge & Whetstone,0,15596.464342913227
26111,Holborn,Tower Hill,9,3073.8684193697077
26112,Holborn,Tufnell Park,0,5284.858496748924
26113,Holborn,Turnham Green,2,5881.450611490506
26114,Holborn,Turnpike Lane,12,9036.079268679265
26115,Holborn,Upminster,0,24839.558709316756
26116,Holborn,Upminster Bridge,0,23557.39793923197
26117,Holborn,Upney,0,13889.40909885601
26118,Holborn,Upton Park,5,10124.83330080522
26119,Holborn,Uxbridge,2,17334.225738747788
26120,Holborn,Vauxhall,7,5543.411316343585
26121,Holborn,Victoria,46,3331.4371556083806
26122,Holborn,Walthamstow Central,6,12862.14983353898
26123,Holborn,Wanstead,0,13140.42717668917
26124,Holborn,Warren Street,3,1773.1642620729701
26125,Holborn,Warwick Avenue,1,5542.249475973204
26126,Holborn,Waterloo,7,2537.389941514582
26127,Holborn,Watford,0,18412.2621832931
26128,Holborn,Wembley Central,0,14609.871411152093
26129,Holborn,Wembley Park,6,4456.515446188163
26130,Holborn,West Acton,3,6873.277646182466
26131,Holborn,West Brompton,1,4874.375918692575
26132,Holborn,West Finchley,0,13189.436176298434
26133,Holborn,West Ham,5,7911.118662697965
26134,Holborn,West Hampstead,4,4456.515446188163
26135,Holborn,West Harrow,0,8618.120492319027
26136,Holborn,West Kensington,0,4520.817545524363
26137,Holborn,West Ruislip,1,19625.652820972093
26138,Holborn,Westbourne Park,0,6451.055262743603
26139,Holborn,Westminster,13,2514.649377896527
26140,Holborn,White City,21,8165.131603150338
26141,Holborn,Whitechapel,1,3932.8279290874175
26142,Holborn,Willesden Green,1,6642.523780808205
26143,Holborn,Willesden Junction,0,10274.269917789052
26144,Holborn,Wimbledon,1,12645.539893048837
26145,Holborn,Wimbledon Park,0,11019.00116685553
26146,Holborn,Wood Green,8,9959.560514451598
26147,Holborn,Wood Lane,0,7351.75027647503
26148,Holborn,Woodford,4,15136.116829071967
26149,Holborn,Woodside Park,0,14127.697210750799
26150,Holland Park,Acton Town,1,3621.6567279979317
26151,Holland Park,Aldgate,6,9001.243063356573
26152,Holland Park,Aldgate East,2,9034.11207788343
26153,Holland Park,Angel,2,7299.027432206136
26154,Holland Park,Archway,2,10142.204198671765
26155,Holland Park,Arnos Grove,0,17367.799025480515
26156,Holland Park,Arsenal,0,9416.680221432478
26157,Holland Park,Baker Street,8,3653.57720881652
26158,Holland Park,Balham,0,11442.735730827275
26159,Holland Park,Monument,154,8322.06557414373
26160,Holland Park,Barbican,0,8403.831531667425
26161,Holland Park,Barking,1,18556.254344793957
26162,Holland Park,Barkingside,0,25252.516956693104
26163,Holland Park,Becontree,0,21820.128985755113
26164,Holland Park,Belsize Park,0,9150.187885256351
26165,Holland Park,Bermondsey,4,9743.38963932555
26166,Holland Park,Bethnal Green,5,11264.678876257698
26167,Holland Park,Blackfriars,0,7142.806537915854
26168,Holland Park,Blackhorse Road,0,15950.113773016134
26169,Holland Park,Bond Street,109,4010.3717142064465
26170,Holland Park,Borough,1,8175.125480363049
26171,Holland Park,Bounds Green,0,16021.604681241486
26172,Holland Park,Bow Road,0,12612.520280510504
26173,Holland Park,Brent Cross,0,14207.194343128107
26174,Holland Park,Brixton,3,9038.54845866387
26175,Holland Park,Bromley-by-Bow,0,13615.714535212825
26176,Holland Park,Buckhurst Hill,0,22272.99532129754
26177,Holland Park,Burnt Oak,0,18779.863075886067
26178,Holland Park,Caledonian Road,0,8145.421489848915
26179,Holland Park,Camden Town,1,7128.13392150876
26180,Holland Park,Canada Water,7,10680.616672081238
26181,Holland Park,Canary Wharf,67,11957.698673401928
26182,Holland Park,Canning Town,6,13690.79158698554
26183,Holland Park,Cannon Street,0,8042.860996524819
26184,Holland Park,Canons Park,0,8538.829588702292
26185,Holland Park,Chalk Farm,0,8118.348394431671
26186,Holland Park,Chancery Lane,101,6596.694757928855
26187,Holland Park,Charing Cross,11,5273.281665122072
26188,Holland Park,Clapham Common,0,9036.15236774823
26189,Holland Park,Clapham North,0,8396.57547637255
26190,Holland Park,Clapham South,0,10281.914129423425
26191,Holland Park,Cockfosters,0,22539.878741515047
26192,Holland Park,Colindale,1,17483.14912753169
26193,Holland Park,Colliers Wood,0,14752.238151778844
26194,Holland Park,Covent Garden,1,5438.222221742183
26195,Holland Park,Croxley,0,17904.566241762393
26196,Holland Park,Dagenham East,0,24519.219596865318
26197,Holland Park,Dagenham Heathway,0,23242.782601523813
26198,Holland Park,Debden,0,26146.23027059808
26199,Holland Park,Dollis Hill,0,7947.730838586293
26200,Holland Park,Ealing Broadway,32,4070.5628358923254
26201,Holland Park,Ealing Common,0,3698.9362400000746
26202,Holland Park,Earl's Court,0,1987.8870373306495
26203,Holland Park,East Acton,4,4077.1961386134512
26204,Holland Park,East Finchley,0,13463.969165175315
26205,Holland Park,East Ham,3,17431.323443088455
26206,Holland Park,East Putney,2,5610.05024898826
26207,Holland Park,Edgware,0,20294.889200244386
26208,Holland Park,Edgware Road,2,2904.24722773904
26209,Holland Park,Elephant & Castle,2,7472.650125318346
26210,Holland Park,Elm Park,0,26806.621254670437
26211,Holland Park,Embankment,3,5608.068811917254
26212,Holland Park,Epping,0,32078.928028330483
26213,Holland Park,Euston,10,6150.073685674772
26214,Holland Park,Fairlop,0,26408.241113086955
26215,Holland Park,Farringdon,1,7899.846718208365
26216,Holland Park,Finchley Central,0,15831.39580324835
26217,Holland Park,Finchley Road,3,4124.891048301674
26218,Holland Park,Finsbury Park,4,10181.124261081157
26219,Holland Park,Fulham Broadway,1,2881.2973008111912
26220,Holland Park,Gants Hill,0,21776.569297784386
26221,Holland Park,Gloucester Road,2,1816.5792001646575
26222,Holland Park,Golders Green,0,12698.16819369477
26223,Holland Park,Goodge Street,1,5830.0706979665165
26224,Holland Park,Green Park,30,3938.4395391314197
26225,Holland Park,Greenford,9,9580.622963056869
26226,Holland Park,Hainault,0,26025.955956302187
26227,Holland Park,Hammersmith,1,3099.392157662184
26228,Holland Park,Hampstead,0,10321.65084682947
26229,Holland Park,Hanger Lane,6,5765.785764766411
26230,Holland Park,Harrow & Wealdstone,0,18052.473806451155
26231,Holland Park,Harrow-on-the-Hill,0,8456.716920934095
26232,Holland Park,Hatton Cross,0,13599.568579965022
26233,Holland Park,Hendon Central,0,15337.555847462547
26234,Holland Park,High Barnet,0,22052.91040380053
26235,Holland Park,High Street Kensington,2,1645.2713629986656
26236,Holland Park,Highbury & Islington,5,8628.506066341659
26237,Holland Park,Highgate,1,11721.236057523942
26238,Holland Park,Holborn,72,6036.745154700711
26239,Holland Park,Holloway Road,1,8757.060795728426
26240,Holland Park,Hornchurch,0,28345.35055778898
26241,Holland Park,Hounslow Central,0,9328.140178036072
26242,Holland Park,Hounslow East,0,8585.368108013074
26243,Holland Park,Hyde Park Corner,0,3161.561062960277
26244,Holland Park,Kennington,1,7673.542408237883
26245,Holland Park,Kentish Town,1,8400.9751936317
26246,Holland Park,Kilburn,0,5827.007794112181
26247,Holland Park,King's Cross St. Pancras,25,6122.873707999335
26248,Holland Park,Kingsbury,0,5614.325329804529
26249,Holland Park,Knightsbridge,1,2583.3157778042087
26250,Holland Park,Lambeth North,3,6480.245111601291
26251,Holland Park,Lancaster Gate,4,2179.3820295799887
26252,Holland Park,Leicester Square,2,5078.747204517481
26253,Holland Park,Leyton,0,16157.906366985027
26254,Holland Park,Leytonstone,1,17811.118547184116
26255,Holland Park,Liverpool Street,163,8895.931292695812
26256,Holland Park,London Bridge,27,7663.898714041105
26257,Holland Park,Loughton,0,24097.222015963795
26258,Holland Park,Maida Vale,0,4339.589057923772
26259,Holland Park,Manor House,0,11285.35386951003
26260,Holland Park,Marble Arch,53,3392.4170636772137
26261,Holland Park,Marylebone,3,3442.906239398394
26262,Holland Park,Mile End,6,11990.409213401115
26263,Holland Park,Moor Park,0,16627.568422344262
26264,Holland Park,Moorgate,0,8815.58320037491
26265,Holland Park,Morden,1,17353.936943042612
26266,Holland Park,Mornington Crescent,2,6908.187752643262
26267,Holland Park,Neasden,0,7167.8967813771
26268,Holland Park,Newbury Park,0,24126.33116723867
26269,Holland Park,North Acton,10,5251.1780833254
26270,Holland Park,North Greenwich,8,13619.287236509776
26271,Holland Park,North Harrow,0,9173.567068981174
26272,Holland Park,North Wembley,0,13971.750917690264
26273,Holland Park,Northolt,1,11396.156025455475
26274,Holland Park,Northwick Park,1,7159.347982814122
26275,Holland Park,Northwood,0,14417.618023567533
26276,Holland Park,Northwood Hills,0,12834.600768406317
26277,Holland Park,Notting Hill Gate,2,696.8561217134713
26278,Holland Park,Oakwood,0,21198.950314076035
26279,Holland Park,Old Street,8,8817.53478560165
26280,Holland Park,Oval,2,8581.037610166652
26281,Holland Park,Oxford Circus,99,4499.22169322531
26282,Holland Park,Paddington,4,3165.4417892381334
26283,Holland Park,Parsons Green,1,3576.623578921986
26284,Holland Park,Perivale,1,7989.962148445151
26285,Holland Park,Piccadilly Circus,11,4709.835621224083
26286,Holland Park,Pimlico,7,5138.566999382401
26287,Holland Park,Pinner,0,10685.212634657808
26288,Holland Park,Plaistow,1,14818.519338602482
26289,Holland Park,Preston Road,0,5431.8656972334775
26290,Holland Park,Putney Bridge,1,4559.834347379496
26291,Holland Park,Queen's Park,0,5566.183328478746
26292,Holland Park,Queensbury,0,6856.6221556297005
26293,Holland Park,Queensway,5,1329.5493764855528
26294,Holland Park,Rayners Lane,0,9050.06293191612
26295,Holland Park,Redbridge,0,20327.119594046468
26296,Holland Park,Regent's Park,3,4438.7583208196265
26297,Holland Park,Richmond,0,7537.152104461928
26298,Holland Park,Ruislip Gardens,0,14594.241152466804
26299,Holland Park,Russell Square,2,6730.4532625926795
26300,Holland Park,Seven Sisters,1,13313.380005990015
26301,Holland Park,Shepherd's Bush,12,849.2024306726871
26302,Holland Park,Sloane Square,3,2583.3157778042087
26303,Holland Park,Snaresbrook,1,18134.05712814437
26304,Holland Park,South Kensington,13,2562.3430198006395
26305,Holland Park,South Kenton,0,14895.373889349434
26306,Holland Park,South Ruislip,2,13711.330094579616
26307,Holland Park,South Wimbledon,0,15824.399165491197
26308,Holland Park,South Woodford,0,19445.855428490322
26309,Holland Park,Southfields,2,7232.305140094286
26310,Holland Park,Southgate,0,19339.6428632161
26311,Holland Park,Southwark,14,6568.336302442769
26312,Holland Park,St. James's Park,5,4515.053995308872
26313,Holland Park,St. John's Wood,6,5250.461934162447
26314,Holland Park,St. Paul's,125,7686.0142061939805
26315,Holland Park,Stanmore,0,9954.352214477552
26316,Holland Park,Stepney Green,0,10969.667896616058
26317,Holland Park,Stockwell,0,7454.92458521598
26318,Holland Park,Stratford,22,14055.617033942328
26319,Holland Park,Sudbury Hill,0,10291.202100959636
26320,Holland Park,Swiss Cottage,3,4289.001730993163
26321,Holland Park,Theydon Bois,0,29457.380757468873
26322,Holland Park,Tooting Bec,0,12411.201448409687
26323,Holland Park,Tooting Broadway,5,13479.183401538678
26324,Holland Park,Tottenham Court Road,63,5309.367047964898
26325,Holland Park,Tottenham Hale,1,14551.349927286297
26326,Holland Park,Totteridge & Whetstone,0,19468.53663040465
26327,Holland Park,Tower Hill,3,8959.586526741377
26328,Holland Park,Tufnell Park,0,9156.930784240349
26329,Holland Park,Turnpike Lane,0,13598.989188880083
26330,Holland Park,Upminster,0,30848.655998896367
26331,Holland Park,Upminster Bridge,0,29566.495228811582
26332,Holland Park,Upney,0,19898.50638843562
26333,Holland Park,Upton Park,1,16133.930590384829
26334,Holland Park,Uxbridge,0,17695.42591527576
26335,Holland Park,Vauxhall,5,5958.159140348371
26336,Holland Park,Victoria,28,3746.1849796131664
26337,Holland Park,Walthamstow Central,2,17425.0597537398
26338,Holland Park,Wanstead,0,19149.524466268784
26339,Holland Park,Warren Street,9,5645.236549564394
26340,Holland Park,Warwick Avenue,0,3559.860084895571
26341,Holland Park,Waterloo,11,5917.503051903301
26342,Holland Park,Wembley Central,0,12627.482020074462
26343,Holland Park,Wembley Park,5,4817.715622716134
26344,Holland Park,West Acton,3,4442.189431784576
26345,Holland Park,West Brompton,1,2443.2877042946857
26346,Holland Park,West Finchley,0,17061.508463789858
26347,Holland Park,West Ham,0,13920.215952277575
26348,Holland Park,West Hampstead,6,4817.715622716134
26349,Holland Park,West Ruislip,1,16712.664425328912
26350,Holland Park,Westminster,24,5072.848016818631
26351,Holland Park,White City,10,2128.386448449627
26352,Holland Park,Whitechapel,2,9941.925218667027
26353,Holland Park,Willesden Green,0,7003.723957336176
26354,Holland Park,Willesden Junction,0,8291.880526711418
26355,Holland Park,Wimbledon,0,10214.451678650947
26356,Holland Park,Wood Green,1,14522.470434652416
26357,Holland Park,Woodford,1,21145.214118651584
26358,Holland Park,Woodside Park,1,17999.769498242225
26359,Holloway Road,Acton Town,4,10032.821080922684
26360,Holloway Road,Aldgate,46,6080.658030465776
26361,Holloway Road,Aldgate East,9,6113.527044992633
26362,Holloway Road,Alperton,0,13437.097528339471
26363,Holloway Road,Amersham,0,27985.593130772326
26364,Holloway Road,Angel,3,3810.340811935893
26365,Holloway Road,Archway,0,7448.8489938815255
26366,Holloway Road,Arnos Grove,6,8610.73822975209
26367,Holloway Road,Arsenal,3,659.6194257040524
26368,Holloway Road,Baker Street,43,5103.483586911907
26369,Holloway Road,Balham,3,14663.207949332369
26370,Holloway Road,Monument,98,6799.901628656168
26371,Holloway Road,Barbican,28,4915.144911397181
26372,Holloway Road,Barking,1,16440.12406633448
26373,Holloway Road,Barkingside,0,23043.42181552975
26374,Holloway Road,Barons Court,21,8500.893684051223
26375,Holloway Road,Bayswater,0,7316.495381722916
26376,Holloway Road,Becontree,0,19703.998707295632
26377,Holloway Road,Belsize Park,8,6456.83268046611
26378,Holloway Road,Bermondsey,0,9273.835035454233
26379,Holloway Road,Bethnal Green,5,8344.0938433669
26380,Holloway Road,Blackfriars,0,7500.360056475943
26381,Holloway Road,Blackhorse Road,8,7193.052977287706
26382,Holloway Road,Bond Street,29,5596.420452352857
26383,Holloway Road,Borough,13,7705.570876491732
26384,Holloway Road,Boston Manor,7,11481.721815623612
26385,Holloway Road,Bounds Green,7,7264.5438855130615
26386,Holloway Road,Bow Road,0,9691.935247619705
26387,Holloway Road,Brent Cross,2,11513.839138337866
26388,Holloway Road,Brixton,6,12259.020677168965
26389,Holloway Road,Bromley-by-Bow,0,10695.129502322026
26390,Holloway Road,Buckhurst Hill,0,20063.900180134184
26391,Holloway Road,Burnt Oak,0,16086.507871095826
26392,Holloway Road,Caledonian Road,11,611.6393058795117
26393,Holloway Road,Camden Town,4,4434.77871671852
26394,Holloway Road,Canada Water,0,10211.06206820992
26395,Holloway Road,Canary Wharf,24,9841.56839494245
26396,Holloway Road,Canning Town,3,11574.661308526061
26397,Holloway Road,Cannon Street,0,7079.106206275078
26398,Holloway Road,Canons Park,0,9988.735966797678
26399,Holloway Road,Chalk Farm,3,5424.993189641431
26400,Holloway Road,Chancery Lane,17,4754.1004787557495
26401,Holloway Road,Charing Cross,3,5630.83518368216
26402,Holloway Road,Chesham,0,31836.91264865217
26403,Holloway Road,Chiswick Park,2,10032.821080922684
26404,Holloway Road,Clapham Common,2,12256.624586253323
26405,Holloway Road,Clapham North,1,11617.047694877645
26406,Holloway Road,Clapham South,1,13502.38634792852
26407,Holloway Road,Cockfosters,2,13782.81794578662
26408,Holloway Road,Colindale,1,14789.79392274145
26409,Holloway Road,Colliers Wood,0,17972.710370283938
26410,Holloway Road,Covent Garden,83,4820.1752685126285
26411,Holloway Road,Dagenham East,0,22403.089318405837
26412,Holloway Road,Dagenham Heathway,1,21126.652323064332
26413,Holloway Road,Debden,0,23937.135129434722
26414,Holloway Road,Dollis Hill,0,9397.63721668168
26415,Holloway Road,Ealing Broadway,6,10481.727188817078
26416,Holloway Road,Ealing Common,2,10110.100592924828
26417,Holloway Road,Earl's Court,19,8399.051390255401
26418,Holloway Road,East Acton,3,12834.256934341876
26419,Holloway Road,East Finchley,0,10770.613960385075
26420,Holloway Road,East Ham,1,15315.193164628976
26421,Holloway Road,East Putney,3,12021.214601913012
26422,Holloway Road,Eastcote,0,12316.488750792407
26423,Holloway Road,Edgware,1,17601.533995454145
26424,Holloway Road,Edgware Road,21,6177.663098679229
26425,Holloway Road,Elephant & Castle,12,8286.687890457235
26426,Holloway Road,Elm Park,0,24690.490976210956
26427,Holloway Road,Embankment,5,5965.622330477342
26428,Holloway Road,Epping,0,29869.832887167126
26429,Holloway Road,Euston,36,3456.7184808845313
26430,Holloway Road,Euston Square,100,3665.0867633195912
26431,Holloway Road,Farringdon,111,4411.160097938122
26432,Holloway Road,Finchley Central,0,13138.04059845811
26433,Holloway Road,Finchley Road,5,5574.797426397061
26434,Holloway Road,Finsbury Park,38,1424.0634653527304
26435,Holloway Road,Fulham Broadway,10,9292.461653735943
26436,Holloway Road,Gants Hill,0,19567.474156621032
26437,Holloway Road,Gloucester Road,24,8227.743553089409
26438,Holloway Road,Golders Green,2,10004.812988904529
26439,Holloway Road,Goldhawk Road,1,10386.42524163544
26440,Holloway Road,Goodge Street,3,4486.638122330448
26441,Holloway Road,Great Portland Street,23,4282.218059910313
26442,Holloway Road,Green Park,58,6105.883214122647
26443,Holloway Road,Greenford,0,16473.687497226907
26444,Holloway Road,Gunnersbury,7,10011.575368659614
26445,Holloway Road,Hainault,0,23816.86081513883
26446,Holloway Road,Hammersmith,67,9510.556510586935
26447,Holloway Road,Hampstead,2,7628.295642039229
26448,Holloway Road,Hanger Lane,3,12658.850298936452
26449,Holloway Road,Harlesden,0,13223.917782590672
26450,Holloway Road,Harrow & Wealdstone,0,21845.969752152145
26451,Holloway Road,Harrow-on-the-Hill,1,9906.623299029481
26452,Holloway Road,Hatton Cross,6,20010.732932889776
26453,Holloway Road,Heathrow Terminal 4,1,21709.59946257517
26454,Holloway Road,Heathrow Terminal 5,5,24111.54909128484
26455,Holloway Road,Heathrow Terminals 2 & 3,12,22414.85564287793
26456,Holloway Road,Hendon Central,3,12644.200642672306
26457,Holloway Road,High Barnet,0,19359.55519901029
26458,Holloway Road,High Street Kensington,8,8399.051390255401
26459,Holloway Road,Highbury & Islington,3,3407.3783182091142
26460,Holloway Road,Hillingdon,0,17006.89770762754
26461,Holloway Road,Holborn,275,4194.150875527605
26462,Holloway Road,Holland Park,6,8757.060795728426
26463,Holloway Road,Hornchurch,0,26229.2202793295
26464,Holloway Road,Hounslow Central,1,15739.304530960824
26465,Holloway Road,Hounslow East,3,14996.532460937828
26466,Holloway Road,Hounslow West,1,17210.075100358787
26467,Holloway Road,Hyde Park Corner,21,6882.76169029379
26468,Holloway Road,Ickenham,0,15885.876182749751
26469,Holloway Road,Kennington,2,8487.580173376771
26470,Holloway Road,Kensal Green,0,10738.694846547347
26471,Holloway Road,Kentish Town,0,5707.61998884146
26472,Holloway Road,Kew Gardens,1,11783.694282958328
26473,Holloway Road,Kilburn,0,7276.9141722075665
26474,Holloway Road,Kilburn Park,0,8975.304187951984
26475,Holloway Road,King's Cross St. Pancras,199,2634.187087729092
26476,Holloway Road,Kingsbury,0,7064.231707899915
26477,Holloway Road,Knightsbridge,40,7461.006975449858
26478,Holloway Road,Ladbroke Grove,8,9059.667977166584
26479,Holloway Road,Lambeth North,4,7294.282876740179
26480,Holloway Road,Lancaster Gate,1,7427.410136979315
26481,Holloway Road,Latimer Road,6,9716.079954437373
26482,Holloway Road,Leicester Square,69,5179.650285737331
26483,Holloway Road,Leyton,1,13948.811225821675
26484,Holloway Road,Leytonstone,1,15602.023406020762
26485,Holloway Road,Liverpool Street,61,5975.3462598050155
26486,Holloway Road,London Bridge,59,7194.344110169788
26487,Holloway Road,Loughton,0,21888.126874800437
26488,Holloway Road,Maida Vale,3,8133.085003624763
26489,Holloway Road,Manor House,14,2528.293073781605
26490,Holloway Road,Marble Arch,14,6214.37510288209
26491,Holloway Road,Marylebone,6,5639.0040870198745
26492,Holloway Road,Mile End,5,9069.824180510317
26493,Holloway Road,Moorgate,34,5614.097590244813
26494,Holloway Road,Morden,3,20574.409161547705
26495,Holloway Road,Mornington Crescent,0,4214.832547853021
26496,Holloway Road,Neasden,2,8617.803159472485
26497,Holloway Road,Newbury Park,1,21917.236026075316
26498,Holloway Road,North Acton,5,12144.24261749544
26499,Holloway Road,North Ealing,0,10426.796374611038
26500,Holloway Road,North Greenwich,3,11503.156958050296
26501,Holloway Road,North Harrow,0,10623.47344707656
26502,Holloway Road,North Wembley,0,17765.246863391254
26503,Holloway Road,Northfields,4,10557.33672320376
26504,Holloway Road,Northolt,0,18289.220559625515
26505,Holloway Road,Northwick Park,4,8609.254360909508
26506,Holloway Road,Northwood,0,15867.524401662919
26507,Holloway Road,Northwood Hills,0,14284.507146501703
26508,Holloway Road,Notting Hill Gate,8,8060.204674014954
26509,Holloway Road,Oakwood,5,12441.889518347609
26510,Holloway Road,Old Street,18,5328.848165331407
26511,Holloway Road,Osterley,3,14039.03587154099
26512,Holloway Road,Oval,4,9395.07537530554
26513,Holloway Road,Oxford Circus,51,5107.5704733339935
26514,Holloway Road,Paddington,34,6468.372232729564
26515,Holloway Road,Park Royal,6,11518.288019247384
26516,Holloway Road,Parsons Green,3,9987.787931846739
26517,Holloway Road,Perivale,1,14883.026682615191
26518,Holloway Road,Piccadilly Circus,93,5548.561869030728
26519,Holloway Road,Pimlico,10,8703.895313904475
26520,Holloway Road,Pinner,0,12135.119012753194
26521,Holloway Road,Plaistow,0,12702.389060143003
26522,Holloway Road,Preston Road,0,6881.772075328863
26523,Holloway Road,Putney Bridge,10,10970.998700304248
26524,Holloway Road,Queen's Park,3,9359.679274179738
26525,Holloway Road,Queensbury,0,8306.528533725086
26526,Holloway Road,Queensway,5,8277.242790073751
26527,Holloway Road,Ravenscourt Park,2,10192.363378718142
26528,Holloway Road,Rayners Lane,0,10499.969310011506
26529,Holloway Road,Redbridge,0,18118.024452883114
26530,Holloway Road,Regent's Park,2,5888.664698915014
26531,Holloway Road,Richmond,5,13948.316457386678
26532,Holloway Road,Rickmansworth,0,19703.803104146868
26533,Holloway Road,Royal Oak,4,7298.3002393950055
26534,Holloway Road,Ruislip,0,14110.305849425682
26535,Holloway Road,Ruislip Manor,0,13437.099614269924
26536,Holloway Road,Russell Square,268,3500.442767635637
26537,Holloway Road,Seven Sisters,26,4556.3192102615885
26538,Holloway Road,Shepherd's Bush,11,9606.263226401114
26539,Holloway Road,Shepherd's Bush Market,0,10782.26151653104
26540,Holloway Road,Sloane Square,1,7502.952491456997
26541,Holloway Road,Snaresbrook,0,15924.961986981014
26542,Holloway Road,South Ealing,4,10110.100592924828
26543,Holloway Road,South Harrow,0,10570.711573080627
26544,Holloway Road,South Kensington,70,7481.979733453428
26545,Holloway Road,South Ruislip,0,20604.39462874966
26546,Holloway Road,South Wimbledon,0,19044.87138399629
26547,Holloway Road,South Woodford,0,17236.760287326964
26548,Holloway Road,Southfields,2,13643.469493019038
26549,Holloway Road,Southgate,10,10582.582067487676
26550,Holloway Road,Southwark,14,7382.374067581657
26551,Holloway Road,St. James's Park,5,7266.594274933892
26552,Holloway Road,St. John's Wood,5,6700.368312257833
26553,Holloway Road,St. Paul's,44,5843.419927020876
26554,Holloway Road,Stamford Brook,4,10463.504741102948
26555,Holloway Road,Stanmore,0,11404.258592572938
26556,Holloway Road,Stepney Green,1,8049.082863725261
26557,Holloway Road,Stockwell,2,10675.396803721074
26558,Holloway Road,Stonebridge Park,0,14709.832585607975
26559,Holloway Road,Stratford,5,11846.521892778976
26560,Holloway Road,Sudbury Hill,0,12046.740882672704
26561,Holloway Road,Sudbury Town,0,13660.783939144769
26562,Holloway Road,Swiss Cottage,3,5738.908109088549
26563,Holloway Road,Tooting Bec,1,15631.673666914781
26564,Holloway Road,Tooting Broadway,1,16699.655620043774
26565,Holloway Road,Tottenham Court Road,18,4921.528982263419
26566,Holloway Road,Tottenham Hale,20,5794.289131557871
26567,Holloway Road,Totteridge & Whetstone,0,16775.18142561441
26568,Holloway Road,Tower Hill,5,6162.38067605852
26569,Holloway Road,Tufnell Park,0,6463.575579450109
26570,Holloway Road,Turnham Green,3,9861.526750017367
26571,Holloway Road,Turnpike Lane,18,4841.928393151658
26572,Holloway Road,Upminster,0,28732.525720436886
26573,Holloway Road,Upney,0,17782.37610997614
26574,Holloway Road,Upton Park,0,14017.80031192535
26575,Holloway Road,Uxbridge,4,19145.33229337114
26576,Holloway Road,Vauxhall,26,9523.487454870445
26577,Holloway Road,Victoria,64,7311.513294135241
26578,Holloway Road,Walthamstow Central,11,8667.998958011372
26579,Holloway Road,Wanstead,0,16940.42932510543
26580,Holloway Road,Warren Street,25,3961.555616994909
26581,Holloway Road,Warwick Avenue,2,7353.356030596562
26582,Holloway Road,Waterloo,45,6731.540817042189
26583,Holloway Road,Watford,0,20223.368737916455
26584,Holloway Road,Wembley Central,0,16420.97796577545
26585,Holloway Road,Wembley Park,10,6267.62200081152
26586,Holloway Road,West Brompton,5,8854.452057219438
26587,Holloway Road,West Ham,0,11804.085673818096
26588,Holloway Road,West Hampstead,0,6267.62200081152
26589,Holloway Road,West Harrow,0,10429.227046942384
26590,Holloway Road,West Kensington,2,8500.893684051223
26591,Holloway Road,West Ruislip,0,23605.728959498956
26592,Holloway Road,Westbourne Park,5,8262.161817366961
26593,Holloway Road,Westminster,17,6708.800253424133
26594,Holloway Road,White City,14,10885.447244178053
26595,Holloway Road,Whitechapel,2,7021.340185776231
26596,Holloway Road,Willesden Green,1,8453.63033543156
26597,Holloway Road,Willesden Junction,0,12085.37647241241
26598,Holloway Road,Wimbledon,9,16625.6160315757
26599,Holloway Road,Wimbledon Park,0,14999.077305382392
26600,Holloway Road,Wood Green,23,5765.40963892399
26601,Holloway Road,Wood Lane,7,10263.101586092092
26602,Holloway Road,Woodford,0,18936.118977488226
26603,Holloway Road,Woodside Park,0,15306.414293451984
